fecha,presentacion,origen,destino,precio_min,precio_max,precio_frec,obs,producto,collected_at
17/06/2019,Caja de 10 kg.,Michoacán,"Baja California : Central de Abasto INDIA, Tijuana",480.00,480.00,480.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
17/08/2016,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",18.00,18.00,18.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
18/08/2016,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",18.00,18.00,18.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
19/08/2016,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",18.00,18.00,18.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
22/08/2016,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",18.00,18.00,18.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
23/08/2016,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",18.00,18.00,18.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
24/08/2016,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",18.00,18.00,18.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
25/08/2016,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",18.00,18.00,18.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
26/08/2016,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",18.00,18.00,18.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
29/08/2016,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",17.00,17.00,17.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
30/08/2016,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",17.00,18.00,17.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
05/09/2016,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",18.00,18.00,18.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
06/09/2016,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",18.00,18.00,18.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
07/09/2016,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",18.00,18.00,18.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
08/09/2016,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",18.00,18.00,18.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
09/09/2016,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",18.00,20.00,18.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
12/09/2016,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",18.00,20.00,18.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
13/09/2016,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",18.00,20.00,18.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
24/10/2016,Kilogramo,Michoacán,"Durango: Central de Abasto ""Francisco Villa""",20.00,20.00,20.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
25/10/2016,Kilogramo,Michoacán,"Durango: Central de Abasto ""Francisco Villa""",20.00,20.00,20.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
26/10/2016,Kilogramo,Michoacán,"Durango: Central de Abasto ""Francisco Villa""",20.00,20.00,20.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
27/10/2016,Kilogramo,Michoacán,"Durango: Central de Abasto ""Francisco Villa""",20.00,20.00,20.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
28/10/2016,Kilogramo,Michoacán,"Durango: Central de Abasto ""Francisco Villa""",20.00,20.00,20.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
31/10/2016,Kilogramo,Michoacán,"Durango: Central de Abasto ""Francisco Villa""",20.00,20.00,20.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
01/11/2016,Kilogramo,Michoacán,"Durango: Central de Abasto ""Francisco Villa""",20.00,20.00,20.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
03/11/2016,Kilogramo,Michoacán,"Durango: Central de Abasto ""Francisco Villa""",20.00,20.00,20.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
04/11/2016,Kilogramo,Michoacán,"Durango: Central de Abasto ""Francisco Villa""",20.00,20.00,20.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
26/04/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",30.00,30.00,30.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
27/04/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",30.00,30.00,30.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
28/04/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",30.00,30.00,30.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
02/05/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",30.00,30.00,30.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
03/05/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",30.00,30.00,30.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
04/05/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",30.00,30.00,30.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
08/05/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",30.00,30.00,30.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
09/05/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",30.00,30.00,30.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
10/05/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",30.00,30.00,30.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
11/05/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",30.00,30.00,30.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
12/05/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",31.00,32.00,31.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
15/05/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",31.00,32.00,32.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
16/05/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",31.00,32.00,32.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
17/05/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",31.00,32.00,31.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
18/05/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",31.00,32.00,32.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
19/05/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",32.00,32.00,32.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
22/05/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",32.00,32.00,32.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
23/05/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",32.00,32.00,32.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
12/06/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",24.50,29.00,25.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
13/06/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",24.50,29.00,25.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
14/06/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",28.00,29.00,28.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
15/06/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",27.00,30.00,28.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
16/06/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",28.00,29.00,29.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
19/06/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",28.00,30.00,29.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
20/06/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",28.00,30.00,30.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
21/06/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",24.50,29.00,27.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
22/06/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",25.00,29.00,29.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
23/06/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",27.00,29.00,28.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
26/06/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",28.00,29.00,28.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
27/06/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",28.00,29.00,29.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
28/06/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",28.00,29.00,28.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
29/06/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",28.00,29.00,28.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
30/06/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",28.00,29.00,28.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
03/07/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",28.00,29.00,29.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
04/07/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",28.00,29.00,29.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
05/07/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",28.00,29.00,28.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
06/07/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",28.00,29.00,28.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
07/07/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",29.00,29.50,29.50,,Aguacate Criollo - Primera,2026-03-23T22:11:25
10/07/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",28.00,29.00,29.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
11/07/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",28.00,30.00,28.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
12/07/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",29.00,30.00,30.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
13/07/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",29.00,30.00,30.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
14/07/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",28.00,30.00,29.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
17/07/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",28.00,29.00,29.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
18/07/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",29.00,29.00,29.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
19/07/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",29.00,30.00,29.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
20/07/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",29.00,30.00,29.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
21/07/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",29.00,30.00,30.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
24/07/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",28.00,30.00,29.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
25/07/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",29.00,30.00,30.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
26/07/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",29.00,30.00,30.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
27/07/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",29.00,30.00,29.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
28/07/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",29.00,30.00,30.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
31/07/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",30.00,30.00,30.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
01/08/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",28.00,29.00,28.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
02/08/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",28.00,30.00,30.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
03/08/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",25.00,30.00,29.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
04/08/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",25.00,30.00,28.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
07/08/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",25.00,30.00,29.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
08/08/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",27.00,30.00,29.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
09/08/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",26.00,30.00,28.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
10/08/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",27.00,31.00,28.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
11/08/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",25.00,30.00,28.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
14/08/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",27.00,31.00,29.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
15/08/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",25.00,30.00,28.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
16/08/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",25.00,30.00,29.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
17/08/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",26.00,29.00,28.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
18/08/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",25.00,29.00,27.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
21/08/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",24.00,27.00,24.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
22/08/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",24.00,27.00,24.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
23/08/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",24.00,25.00,25.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
24/08/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",24.00,25.00,25.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
25/08/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",24.00,25.00,24.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
28/08/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",24.00,25.00,24.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
29/08/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",24.00,25.00,25.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
30/08/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",24.00,25.00,24.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
31/08/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",24.00,25.00,24.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
01/09/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",24.00,25.00,24.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
04/09/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,23.00,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
05/09/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,23.00,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
06/09/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,23.00,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
07/09/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,23.00,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
08/09/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,23.00,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
11/09/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,24.00,23.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
12/09/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,24.00,23.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
13/09/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,23.00,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
14/09/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,23.00,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
15/09/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,23.00,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
18/09/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,22.50,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
19/09/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,22.50,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
20/09/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,22.00,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
21/09/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,22.50,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
22/09/2017,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,23.00,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
13/02/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",26.00,27.00,26.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
14/02/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",26.00,27.00,26.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
15/02/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",25.00,27.00,26.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
18/02/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",26.00,26.00,26.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
19/02/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",26.00,26.00,26.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
20/02/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",25.00,26.00,25.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
21/02/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",25.00,26.00,25.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
22/02/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",24.00,25.00,25.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
25/02/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.50,24.00,24.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
26/02/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",23.00,24.00,24.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
27/02/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,24.00,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
28/02/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,24.00,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
01/03/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,24.00,23.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
04/03/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,22.00,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
05/03/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,22.00,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
06/03/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,22.00,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
07/03/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,22.00,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
08/03/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,22.00,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
11/03/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,22.00,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
12/03/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,22.00,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
13/03/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,22.00,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
14/03/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,22.00,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
15/03/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",24.00,24.00,24.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
19/03/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",23.00,24.00,24.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
20/03/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",21.00,23.00,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
21/03/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",21.00,23.00,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
22/03/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",22.00,22.00,22.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
25/03/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",21.00,22.00,21.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
26/03/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",21.00,22.00,21.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
27/03/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",25.00,26.00,25.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
28/03/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",25.00,26.00,25.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
29/03/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",25.00,26.00,26.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
01/04/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",24.00,25.00,24.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
02/04/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",24.00,25.00,24.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
03/04/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",30.00,31.00,30.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
04/04/2019,Kilogramo,Jalisco,"Durango: Central de Abasto ""Francisco Villa""",30.00,31.00,30.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
07/12/2020,Caja de 10 kg.,Michoacán,Durango: Centro de Distribución y Abasto de Gómez Palacio,280.00,349.00,300.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
08/12/2020,Caja de 10 kg.,Michoacán,Durango: Centro de Distribución y Abasto de Gómez Palacio,280.00,349.00,300.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
09/12/2020,Caja de 10 kg.,Michoacán,Durango: Centro de Distribución y Abasto de Gómez Palacio,280.00,349.00,300.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
10/12/2020,Caja de 10 kg.,Michoacán,Durango: Centro de Distribución y Abasto de Gómez Palacio,280.00,349.00,300.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
11/12/2020,Caja de 10 kg.,Michoacán,Durango: Centro de Distribución y Abasto de Gómez Palacio,280.00,349.00,300.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
14/12/2020,Caja de 10 kg.,Michoacán,Durango: Centro de Distribución y Abasto de Gómez Palacio,280.00,349.00,300.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
15/12/2020,Caja de 10 kg.,Michoacán,Durango: Centro de Distribución y Abasto de Gómez Palacio,280.00,349.00,300.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
16/12/2020,Caja de 10 kg.,Michoacán,Durango: Centro de Distribución y Abasto de Gómez Palacio,280.00,349.00,300.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
17/12/2020,Caja de 10 kg.,Michoacán,Durango: Centro de Distribución y Abasto de Gómez Palacio,280.00,349.00,300.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
18/12/2020,Caja de 10 kg.,Michoacán,Durango: Centro de Distribución y Abasto de Gómez Palacio,208.00,349.00,300.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
21/12/2020,Caja de 10 kg.,Michoacán,Durango: Centro de Distribución y Abasto de Gómez Palacio,208.00,349.00,300.00,,Aguacate Criollo - Primera,2026-03-23T22:11:25
